OBJECTID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY,GlobalID,LAT,LON
1447,6660,6585,MILBRIDGE,US,44.533333,-67.883333,CP01,13324,V,RN,G,N,Y,Y,Y,Y,P,O,P, ,11,M, , ,N,N,Y,N,Y, , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, ,Y, , , , , ,f207d3cf-92d9-4e5c-b3e0-729559e17a7a,44.5333333331669,-67.8833333330668
1448,6100,6070,CANSO,CA,45.333333,-61.0,145,14111,V,CN,G,N,N,Y,Y, ,J,L,N, ,2,M, , ,Y,N,N,N,N,N,Y,N,N,Y,Y, ,Y,Y,Y,Y, , ,Y, , , , ,Y, , ,N, , , , , , , ,Y,Y, , , ,Y,Y,Y,Y,Y,Y, , , ,e39e2384-8b24-47c9-8514-3e1271141492,45.3333333333667,-61.0000000002997
1449,5440,5230,PORT WING,US,46.783333,-91.383333,CP06,14966,V,CB,G,N,N,Y,Y,N,P,O,O, ,0,M,N,N, ,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, , , , , , , ,232385af-e034-4eaa-98de-dcc499d5a6a6,46.7833333331669,-91.3833333337663
1569,5450,5230,SUPERIOR,US,46.733333,-92.066667,CP06,14975,M,CB,E,N,N,Y,Y,Y,M,L,L,L,0,L,Y,Y,Y, ,N,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,L, ,e4af7f00-7a75-4a66-a8f2-a3d1e371e1d2,46.7333333332668,-92.0666666663336
1570,5460,5230,DULUTH,US,46.766667,-92.1,CP06,14975,M,CB,E,N,N,Y,Y,Y,M,L,L,L,0,L,Y,Y,Y, ,N,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y, ,Y, , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,M, ,57a91d86-3957-4143-9944-630e5141bd58,46.7666666662337,-92.1000000001998
1571,5470,5230,TWO HARBORS,US,47.016667,-91.65,CP06,14966,S,CB,G,N,N,N,Y, ,M,L,L, ,0,L,Y,Y,N,N,N,Y, , , , ,Y,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y, , , , , , ,d909051f-9eae-4a32-a2ee-f1065ad7d6e1,47.0166666666334,-91.6500000001998
1572,5480,5230,GRAND MARAIS,US,47.75,-90.333333,CP06,14967,V,CN,E,N,N,Y,Y, ,O,N,P, ,0,M,Y,Y,Y,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,C, , ,abb124a3-8d49-4862-87c2-8f8751881a74,47.75,-90.3333333331668
1573,5490,5230,WASHINGTON HARBOR,US,47.916667,-89.15,CP06,14976,V,CN,E,N,N,Y,Y, ,N,L,N, ,0,M,Y,N,N,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y, , , , , , ,016dcca4-d2d2-4316-b290-92ba5a29cb68,47.9166666666334,-89.1499999998001
1574,5520,5501,DOUGLASTOWN,CA,48.766667,-64.383333,145,14186,V,OR,F,N,N,Y,Y,N,P,D,M, ,0,M,Y,Y,N,N,N,N,N, , ,N,N,Y,Y, , , , , , ,Y, , , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,2bef6060-531c-4d1a-97e1-a777830b0375,48.7666666667333,-64.3833333337663
1575,5540,5501,CHANDLER,CA,48.366667,-64.666667,145,14186,S,CB,F,N,N,Y,Y,N,L,K,L, ,2, , , ,N,N,Y, ,Y, , ,N,N,Y,Y, ,Y,Y,Y,Y, ,Y,Y, , , , ,Y, , ,N,Y, , , , , ,Y, ,Y, , , ,Y,Y,Y,Y,Y,Y,C, , ,ba9f9827-90df-41df-9910-2f7cf1e6080e,48.3666666666334,-64.6666666662336
1576,5600,5555,CARAQUET,CA,47.8,-64.933333,145,14184,S,CN,G,N,N,Y,Y, ,N,L,M, ,2,M,Y,Y,N,N,Y,Y,Y, , ,N,N,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,N, , , ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ,Y,Y,Y,Y, , ,C, , ,5be0d191-f6c8-439e-82e0-f0b5fcfbc6b8,47.7999999999001,-64.9333333335665
1577,5620,5555,SHIPPEGAN,CA,47.75,-64.7,145,14184,V,CN,G,N,N,Y,Y,Y,N,O,O, ,5,M,Y, ,N,N,N,Y,N,Y,Y,N,N,Y,Y, ,Y,Y,N,N, ,Y,Y, , , , ,Y, , ,N, , , ,N,N,N,N, ,Y, , , ,Y,N,Y,Y,Y, , , , ,eb08183f-52e3-4c90-aaca-153c59242f3b,47.75,-64.7000000000999
1578,5680,5555,SHEDIAC,CA,46.216667,-64.55,145,14002,V,CN,G,N,N,Y,Y, ,N,M,N, ,1,M,Y,Y,N,N,Y,Y,Y, ,N,N,N, , , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y, ,N,N, ,N, , , , , ,Y,Y,Y,Y, , ,C, ,S,7e8c7e84-b7dc-4fbf-bc23-6d59aed229e8,46.2166666664336,-64.5500000003997
1579,5710,5705,ALBERTON,CA,46.8,-64.066667,145,14002,V,CN,G,N,N,Y,Y,N,P,N,N, ,1,M,Y,Y,N,N, ,N,N,Y,Y,N,N,Y,Y, , , ,Y,Y, , ,Y, , , , , , , ,N, , , ,N,N,N,N, , , , , ,N,N,N,N,N,N,N, , ,1a23440a-d040-4aff-82e2-a137b830988c,46.8000000001,-64.0666666665334
1580,5740,5705,GEORGETOWN,CA,46.183333,-62.533333,145,14151,S,RN,G,N,N,Y,Y,N,M,L,L, ,2,L,Y,Y,N, ,N,N,Y, , ,N,N,Y,Y, ,Y,Y, ,Y,Y,Y,Y, , , , ,Y, , ,N, , , ,N,N,N, ,Y, , , , ,Y,Y,Y,Y,Y,Y,C, ,S,4133104d-183d-482f-9480-cbc66dbf0921,46.1833333334666,-62.5333333329669
1581,5770,5705,SUMMERSIDE,CA,46.4,-63.783333,145,14164,S,CN,G,N,N,Y,Y, ,M,M,M, ,2,L,Y,N,Y,N,Y,N,Y,Y,N,N,N,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N, , , , ,N,N,N,Y, , , , ,Y,Y,Y,Y,Y,Y,C, , ,4e390a68-ed49-4394-b581-eb6f35060267,46.4,-63.7833333331668
1582,5800,5775,PICTOU,CA,45.666667,-62.716667,145,14167,S,CN,G,N,N,Y,Y,Y,M,L,M, ,2,M,Y,Y,Y,N,Y,Y, ,Y,Y,N,N,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y, , ,Y, ,Y, ,Y,Y, , ,Y,Y,Y,Y, , ,A,S,L,212cfb3f-eca3-4078-bfa6-22024c774d2d,45.6666666666334,-62.7166666665334
1583,5870,5860,PORT HAWKESBURY,CA,45.616667,-61.366667,145,14111,V,CN,G,N,N,N,Y,Y,N,H,K,A,2,L, ,Y,Y,N,Y,Y,Y, ,N,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,C,S,M,e49e3132-d76a-411b-b7c8-da2ac7290dff,45.6166666667334,-61.3666666665334
1584,5880,5860,PORT HASTINGS,CA,45.65,-61.4,145,14111,V,CN,E,N,N,Y,Y, ,H,E,L,L,3,L,Y,Y,N,N, ,N,N, , ,N,N,Y,Y, , ,Y, , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y, , , , , , , ,b13df011-9645-4ba2-8c21-9fd4849ea465,45.6499999997003,-61.4000000003996
1585,5920,5860,CHETICAMP,CA,46.633333,-61.0,145,14002,V,CN,P,N,N,Y,Y, ,M,M,M, ,1,M,N,N,N,N,N,N, , ,N,N,N,Y,Y, ,Y,Y, , , , ,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y, , ,Y, , , , , ,14d13bbd-1867-436c-bc54-92109f302640,46.6333333334666,-61.0000000002997
1586,5960,5860,WHYCOCOMAGH,CA,45.966667,-61.133333,145,14133,V,CN,E,N,N,Y,Y, ,O,M,N, ,0,M,Y,Y,Y,N,Y,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,26bdae79-e2cf-497b-8f9f-c81f4b35354f,45.9666666669332,-61.1333333330668
1587,5970,5860,GRAND NARROWS,CA,45.95,-60.783333,145,14133,V,CN,E,N,N,Y,Y, ,L,H,O, ,0,M,Y,Y, ,N,N,Y, , , ,N,N,Y,Y, , , , , , ,Y,Y, , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,cbc8e244-9048-4b01-af85-179c1d8d69ea,45.95,-60.7833333337663
1588,5980,5860,LITTLE BRAS D OR,CA,46.25,-60.3,145,14132,V,CN,E,N,N,Y,Y, ,O,M,O, ,3,M,N,N,Y,N,N,Y, , ,Y,N,N,Y,Y, , ,Y, , , ,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y, , ,Y,Y,Y, , , ,68059255-d0dd-4a52-909e-2998a522d8b4,46.2500000002998,-60.2999999999
1589,5990,5860,NORTH SYDNEY,CA,46.216667,-60.25,145,14128,S,CN,E,N,N,Y,Y, ,J,J,K, ,3,L,Y,Y,Y,N,N,Y,Y, ,N,N,N,Y,Y, ,Y, , ,Y,Y,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y, , ,C, ,M,596973ab-30aa-46c4-b89a-affd42671743,46.2166666664336,-60.2499999999999
1590,6050,5860,ARICHAT,CA,45.516667,-61.016667,145,14110,V,CN,G,N,N,Y,Y, ,J,E,O, ,2,M,Y,N,Y,N,N,N,N, ,N,N,N,Y,Y, ,Y,Y, , , , ,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y,Y,Y,Y,Y, , , ,63e9f398-0071-457b-a98b-075e044ab126,45.5166666669332,-61.0166666663335
1591,6080,6070,GUYSBOROUGH,CA,45.4,-61.5,145,14110,V,CN,E,N,N,Y,Y, ,N,J,O, ,2,M,Y,N,Y,N,N,N,Y, , ,N,N,Y,Y, ,Y,Y, , , , ,Y,Y, , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, , , , , , , ,76fedb6f-9d95-4382-bc61-a1db7a5e0929,45.4000000001999,-61.5000000001998
1592,5430,5230,CORNUCOPIA,US,46.866667,-91.1,CP06,14966,V,RB,F,N,N,Y,Y,N,P,O,P, ,0,M,Y,N, ,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, , , , , , , ,a63191a5-8457-4fe7-8372-05d7460d92cc,46.8666666669332,-91.1000000003997
1593,4930,4570,STURGEON BAY,US,44.833333,-87.383333,CP06,14919,S,LC,E,N,N,Y,Y,Y,N,J,N, ,0,L,Y,Y,N,N,Y,Y, , , ,Y,Y,Y,Y, ,Y, ,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y, , ,Y, , ,Y, , , ,Y,Y,Y,Y,Y,Y,Y,A, ,S,a3b50b04-8f2a-480e-b946-d746c65e0b51,44.8333333334666,-87.3833333336664
1594,4940,4570,GREEN BAY,US,44.516667,-88.016667,CP06,14918,S,RN,G,N,N,Y,Y,Y,M,L,M,M,0,M,Y,Y,Y,N,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y, , ,Y, , ,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,B, , ,753ab391-c880-4855-8b73-79013a5029c3,44.5166666662337,-88.0166666663336
1595,4950,4570,DEPERE,US,44.45,-88.066667,CP06,14918,V,RN,G,N,N,Y,Y,Y,M,M,N, ,0,M,Y,Y,N,N,N,Y, , , ,N,N,Y,Y, ,N,N,N,N,Y,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y, , , ,99bfcc21-7697-4d59-a56a-6e25084d48a5,44.4500000002998,-88.0666666662336
1596,4960,4570,KAUKAUNA,US,44.283333,-88.266667,CP06,14916,V,RT,E,N,N,Y,Y,Y,P,P,P, ,0,M,Y,Y,N,N,N,Y, , , ,N,N,Y,Y, ,Y,N,N,N,Y,N,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,C,S, ,4d77b298-0644-483b-94fb-009cb68deab3,44.2833333336665,-88.2666666667333
1597,5010,4570,OCONTO,US,44.9,-87.833333,CP06,14910,V,RN,G,N,N,Y,Y,Y,P,P,P, ,0,M,Y,Y,N,N,N,Y,N, , ,N,N,Y,Y, ,Y,N,N,N,N,N,Y, , , , ,Y, , ,N, , , , , , , ,N,N,N,N,N,Y,Y,Y,Y,Y,Y,C, , ,2bffc437-978c-407c-86cb-e7d2cc6ef7e1,44.9000000002998,-87.8333333336664
1598,5020,4570,MARINETTE,US,45.083333,-87.6,CP06,14917,S,RN,E,N,N,Y,Y,Y,N,M,N, ,0,M,Y,Y,Y,N,Y,Y, , , , ,Y,Y,Y, ,Y,N,Y,Y,Y,N,Y, , , , ,Y, , ,N, ,Y, , , , , ,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,A, ,M,e2c00522-162e-4c11-ac6a-fd3cefa62ff5,45.083333332967,-87.6000000001998
1599,5030,4570,MENOMINEE,US,45.1,-87.6,CP06,14917,S,RN,G,N,N,Y,Y,Y,N,M,M, ,0,M,Y,Y,Y,N,Y,Y, , , , ,Y,Y,Y, ,Y, , ,Y,Y,Y,Y, , , , ,Y, , ,N, ,Y, , , , , ,Y, , , ,Y,Y,Y,Y,Y,Y,Y,B, ,S,f7ea058b-a339-4544-8e21-a5c18eeddc31,45.0999999999001,-87.6000000001998
1600,5050,4570,ESCANABA,US,45.766667,-87.05,CP06,14915,S,CN,G,N,N,Y,Y,Y,L,J,L, ,0,L,Y, ,Y,N,N,Y, , , , ,Y,Y,Y, ,Y,Y, ,Y,Y,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,B, ,S,d8be2b21-3057-46aa-acd1-b2d5425b8772,45.7666666664335,-87.0500000003997
1601,5060,4570,GLADSTONE,US,45.85,-87.016667,CP06,14915,V,CN,E,N,N,Y,Y,Y,M,L,M, ,0,M,Y,N,N,N,N,Y, , , , ,Y,Y,Y, ,Y, ,Y,Y, , ,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,C, ,S,28a0c359-d1c2-4567-add8-93a862c7b0e9,45.8500000001999,-87.0166666665334
1602,5070,4570,NAHMA,US,45.833333,-86.666667,CP06,14908,V,CN,F,N,N,Y,Y,N,O,N,O, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, ,Y, ,Y, , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y, , , , , , , ,76f1aed8-7fde-4f1a-b5fc-b9dcc5904295,45.8333333332668,-86.6666666663335
1603,5100,4570,MANISTIQUE,US,45.95,-86.25,CP06,14908,V,CB,F,N,N,Y,Y,N,P,H,P, ,0,M,Y,Y,N,N,N, , , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y, , , , , ,6e7f965e-0d7b-4346-8120-7444ee97806b,45.95,-86.2500000001998
1604,5110,4570,PORT INLAND,US,45.966667,-85.866667,CP06,14911,V,CB,F,N,N,Y,Y,N,L,L,L, ,0,L, , ,N,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y, , , , , , , , ,a44cedc4-daed-46fd-95a7-e0edaac09ab3,45.9666666669332,-85.866666667033
1605,5130,5120,GOULAIS BAY,CA,46.733333,-84.5,CP06,14962,V,CN,E,N,N,Y,Y,N,P,E,P, ,0,M,Y, ,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , , ,Y, , , , , , , ,2a4fbf0a-d727-4b29-910b-e266f479e7b1,46.7333333332668,-84.5000000000999
1606,5140,5120,BATCHAWANA BAY,CA,46.916667,-84.6,CP06,14962,V,CN,E,N,N,Y,Y,N,M,K,O, ,0,M,Y, ,N,N,N, , , , ,N,N,Y,Y, , , , , ,Y, ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, , , , , , , ,af2c633d-9c55-49be-b8c2-590c77be0ba2,46.9166666668332,-84.5999999999
1730,5150,5120,GARGANTUA,CA,47.566667,-84.966667,CP06,CA2315,V,CN,G,N,N,Y,Y,N,O,H,P, ,0,M,Y, ,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , , ,Y, , , , , , , ,3d7c2def-c5da-4f85-b594-10b854fc323f,47.5666666664335,-84.966666667033
1731,5160,5120,MICHIPICOTEN,CA,47.966667,-84.9,CP06,CA2309,V,CN,P,N,N,Y,Y,N,M,J,N, ,0,M, , ,N,N,N,Y, , , ,N,N,Y, , , , , , , ,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y, , , ,36ae2f5e-0009-4427-a64d-e1cf5bc9653f,47.9666666665335,-84.9000000001998
1732,5170,5120,QUEBEC HARBOUR,CA,47.7,-85.8,CP06,CA2315,V,CN,E,N,N,Y,Y,N,N,J,O, ,0,M,Y,Y,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , ,N, , ,N, , , , , , , , , , , , ,N,N, , , , , , , ,bbc7eab2-5c86-411b-8122-7e1863d0fd1a,47.7000000001,-85.8000000001998
1733,5180,5120,HERON BAY,CA,48.65,-86.316667,CP06,CA2318,V,CN,F,N,N,Y,Y,N,M,J,M, ,0,M, , ,N,N,N,Y, , , ,N,N,Y,Y, , , , , , ,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, , , , , , , ,cea995ed-edec-429d-9ad0-d8323b9baeaa,48.65,-86.316666667033
1734,5210,5120,THUNDER BAY,CA,48.4,-89.233333,CP06,CA2314,M,CB,E,N,N,Y,Y,N,M,K,M,M,0,L,Y,Y,Y,N,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N, ,Y, , ,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,M, ,6f0ae3c4-959a-49a9-8e90-cab9a55dd486,48.3999999996004,-89.2333333335664
1735,5260,5230,GRAND MARAIS,US,46.683333,-85.966667,CP06,14962,V,CB,G,N,N,Y,Y,N,O,M,O, ,0,M,Y,N,Y,N, ,Y, , , ,N,Y,Y,Y, ,Y, ,Y,Y, , ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y, ,Y,Y,Y,C, ,S,1f4708d7-79ff-4fbf-aa22-73997fc72c05,46.6833333333667,-85.9666666668332
1736,5270,5230,MUNISING,US,46.416667,-86.65,CP06,14969,V,CN,G,N,N,Y,Y, ,N,M,M, ,0,M,Y, , , , ,Y, , , , , , , , ,Y,Y, ,Y, , ,Y, , , , ,Y, , , , , , , , , , , , , , , ,Y,Y, ,Y, , ,C, , ,83e01838-e038-466c-a5fc-33a8b7073fd0,46.4166666669332,-86.6500000002997
1737,5280,5230,MARQUETTE,US,46.533333,-87.383333,CP06,14970,S,CB,G,N,N,Y,Y,Y,M,M,M, ,0,M,Y,N,Y,N,N,Y, , , ,N,N,Y, , ,Y, ,Y,Y, , ,Y, , , , ,Y, , ,N, , , , , , , ,N,Y, , , ,Y,Y,N,Y,Y,Y,C, , ,81d35724-cca4-42fa-8ebe-20585e1fbdb1,46.5333333336665,-87.3833333336664
1738,5290,5230,PRESQUE ISLE,US,46.566667,-87.383333,CP06,14970,V,CB,F,N,N,Y,Y,Y,L,N,L, ,0,M,N,N,Y,N,N, ,Y, , ,N,N,Y,Y, ,Y,Y, ,Y, , ,Y, , , , ,Y, , ,N, , , , , , , ,N, , , , ,Y,Y,N,Y,Y,Y,C, , ,65b2605b-b257-4aae-8125-bf12ab66057b,46.5666666666334,-87.3833333336664
1739,5310,5230,L ANSE,US,46.766667,-88.466667,CP06,14971,V,CN,F,N,N,Y,Y,N,N,N,M, ,0,M,N,Y, ,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y, , , , , , ,f12bc855-61e0-40b8-8bc8-a9312ec0924a,46.7666666662337,-88.4666666663335
1740,5320,5230,BARAGA,US,46.783333,-88.483333,CP06,14971,V,CN,G,N,N,Y,Y,N,N,N,N, ,0,M,N,N, ,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y, , , , , , ,6e4b25c5-9198-4b36-a505-8bc4704b97c7,46.7833333331669,-88.4833333332667
1741,5350,5230,COPPER HARBOR,US,47.466667,-87.866667,CP06,14964,V,CN,F,N,N,Y,Y,N,O,N,O, ,0,M,Y,N, ,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y, , , ,C, , ,b03c06e8-10ad-40f9-8ced-856956b47f5f,47.4666666666334,-87.8666666666333
1742,5360,5230,EAGLE HARBOR,US,47.466667,-88.166667,CP06,14964,V,CN,P,N,N,Y,Y,N,N,O,P, ,0,M,N,N, ,N,N,Y,N, , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y, , , ,C, , ,6fc30829-35fe-4e4d-94df-5aa1f738d03b,47.4666666666334,-88.1666666669331
1743,5370,5230,HOUGHTON,US,47.116667,-88.566667,CP06,14972,S,LC,E,N,N,Y, ,Y,M,L,M, ,0,M,N,N, ,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y, , ,C, , ,c6121c37-f44d-43b5-949a-049ca34ab4d5,47.1166666664336,-88.566666667033
1744,5380,5230,ONTONAGON,US,46.883333,-89.333333,CP06,14965,V,RN,G,N,N,Y, ,Y,N,M,N, ,0,M,N,N, ,N,N,N,N, , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y, , , ,C, , ,339a32b3-52f3-4942-a42d-fcf72c7fa850,46.883333332967,-89.3333333333666
1745,5390,5230,ASHLAND,US,46.6,-90.866667,CP06,14974,S,CN,G,N,N,Y,Y,Y,M,L,M, ,0,M,N,N, ,Y,N,Y, , , ,Y,N,Y,Y, ,Y,Y, , ,Y, ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,C, , ,2018edd2-9a41-4de6-b4ec-84177f3a36e8,46.5999999996003,-90.8666666669331
1746,5400,5230,WASHBURN,US,46.666667,-90.883333,CP06,14974,V,CN,F,N,N,Y,Y,N,M,L,N, ,0,M,N,N, ,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,C, , ,52817501-cbb3-489a-b280-4bd06e1685bc,46.6666666664336,-90.8833333329669
1747,5410,5230,BAYFIELD,US,46.8,-90.816667,CP06,14973,V,CN,P,N,N,Y,Y,N,P,H,N, ,0,M,N,N, ,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,C, , ,2dede595-f0f2-47ac-ab2d-e339749c1f1a,46.8000000001,-90.816666667033
1748,5420,5230,LA POINTE,US,46.783333,-90.783333,CP06,14973,V,CN,P,N,N,Y,Y,N,P,H,P, ,0,M,N,N, ,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, ,Y, , , , , ,f9dd9ad8-27eb-4231-9b75-93e1020a642f,46.7833333331669,-90.7833333331667
1749,4900,4570,TWO RIVERS,US,44.15,-87.566667,CP06,14903,V,CB,F,N,N,Y,Y,Y,P,H,P, ,0,M,Y,Y,N,N, ,Y, ,N, ,N,N,Y,Y, ,Y, ,Y,Y, ,Y,Y, , , , ,Y, , ,N, , , , , , ,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y,B, , ,ae6d8bb9-13e5-402f-95bc-9ff7681ef660,44.15,-87.5666666663336
1750,4910,4570,KEWAUNEE,US,44.466667,-87.5,CP06,14903,V,CB,F,N,N,Y,Y,Y,P,K,P, ,0,M,Y,Y,N,N,N,Y,N, , ,N,N,Y,Y, ,Y, ,Y,Y, ,Y,Y, , , , ,Y, , ,N, , , , , , ,Y, , , , ,Y,Y,Y,Y,Y,Y,Y,C, ,S,d364f246-c23c-40db-bf27-d65c755c65b1,44.4666666663337,-87.5000000003997
1751,4920,4570,ALGOMA,US,44.6,-87.433333,CP06,14910,V,RN,F,N,N,Y,Y,Y,P,L,P, ,0,M,N,N,N,N,N,Y,N, , ,N,N,Y,Y, ,Y, ,Y,Y, , ,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y,Y,Y,Y,Y,C, ,S,359c6a16-6b7f-4c3f-a2d6-c7482b631813,44.6000000000001,-87.4333333335665
1752,4410,4300,SAGINAW,US,43.433333,-83.933333,CP06,14867,S,RN,E,N,N,Y,Y,Y,L,M,M,N,0,M,Y,Y,Y,N,N,Y, , , ,N,N,Y,Y, , , , , ,Y, ,Y, , , , ,Y, , ,N,Y,Y, , , ,Y, , ,Y, , , ,Y,Y,Y,Y,Y,Y,A, ,M,ad72231c-a7d7-4fde-ba08-045d0568e4ef,43.4333333335666,-83.9333333333666
