OBJECTID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY,GlobalID,LAT,LON
1753,4420,4300,ALABASTER,US,44.183333,-83.55,CP06,14863,V,OR,P,N,N,Y,Y,Y,N,L,M, ,0,M,Y,Y,Y,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y, ,Y,Y,Y,C, , ,1de5ddf2-b6bf-4e64-a05a-5dde8f97c284,44.183333332967,-83.5500000001998
1754,4430,4300,TAWAS CITY,US,44.266667,-83.5,CP06,14863,V,CN,P,N,N,Y,Y,Y,Q,M,P, ,0,M,Y,N,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y, , , , , , , ,f4328146-3441-4b72-b639-878e09c6f22f,44.2666666667333,-83.5000000002997
1755,4450,4300,AU SABLE,US,44.4,-83.316667,CP06,14863,V,RN,E,N,N,Y,Y,Y,Q,N,Q, ,0,M,Y,N,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y, ,Y,Y,Y,C, , ,9dd165ef-8cd7-4eea-affc-97d1e50e7358,44.4000000003997,-83.3166666667332
1756,4460,4300,OSCODA,US,44.416667,-83.316667,CP06,14863,V,RN,E,N,N,Y,Y,Y,Q,N,Q, ,0,M,Y,N,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y, ,Y,Y,Y, , , ,4d464f5a-b6d4-467c-b749-eddd560dfa15,44.4166666664336,-83.3166666667332
1757,4470,4300,ALPENA,US,45.066667,-83.416667,CP06,14864,S,CN,G,N,N,Y,Y,Y,M,H,M, ,0,M,Y,N,Y,N,N,Y, , , ,N,N,Y,Y, ,Y,Y,Y,Y,Y, ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y, ,Y,Y,Y,C, , ,b3e64d3a-c6fa-450b-a621-ecb18e1b46d7,45.0666666669332,-83.4166666665334
1758,4480,4300,ROCKPORT,US,45.2,-83.383333,CP06,14869,V,OR,P,N,N,Y,Y,Y,M,K,M, ,0,M,Y,N,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,a59248d3-6c7b-413a-af16-c7b618fbc364,45.1999999997003,-83.3833333335664
1759,4490,4300,CALCITE,US,45.416667,-83.783333,CP06,14864,V,CB,P,N,N,Y,Y, ,M, ,M, ,0,L,N,N,N,N,N,Y, , , ,N,Y,Y,Y, , , , ,Y, , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , , , , , , , , , , ,b1866fda-d800-4935-a2a5-add776f84e7c,45.4166666662337,-83.7833333336664
1760,4500,4300,ROGERS CITY,US,45.45,-83.816667,CP06,14864,V,OR,P,N,Y,Y,Y,Y,P,P,P, ,0,M,Y,N,Y,N,N,Y, , , ,N,N,Y,Y, , , , , ,Y, ,Y, , , , ,Y, , ,N, , , , , , , , , , , , , ,Y,Y,Y,Y,Y,C, , ,6b7a3517-a9d6-4e6e-9efb-08f56511787a,45.4500000001,-83.8166666666333
1761,4510,4300,CHEBOYGAN,US,45.65,-84.466667,CP06,14881,S,RN,E,N,N,Y,Y, ,M,N,M,M,0,M, ,Y,Y,N,N,Y, , , , , ,Y,Y, , , , ,Y, , ,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y,Y,Y,Y,Y,C, , ,0ee0ad15-7daa-45d5-aeb3-699dcbf0e5b8,45.6499999997003,-84.4666666662336
1762,4520,4300,MACKINAW CITY,US,45.783333,-84.716667,CP06,14881,V,LC,P,N,N,Y,Y,Y,N,N,M, ,0,M, , ,Y,N,Y,Y, , , ,N,N,Y,Y, , , , , , ,Y,Y, , , , , , , ,N,Y, , , , , ,Y, , , , , ,Y,Y,Y,Y,Y,Y,C, , ,4ecf310a-3cee-4f5d-9876-b035d409c834,45.7833333333667,-84.7166666666333
1763,4530,4300,MACKINAC ISLAND,US,45.85,-84.616667,CP06,14881,V,CB,F,N,N,Y,Y,Y,L,L,O, ,0,M,Y,Y,Y,N,Y,Y, , , ,N,N,Y,Y, , , , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y, , , , ,4164af9a-c938-43ae-8ecb-aed4c53f7d3d,45.8500000001999,-84.6166666668332
1764,4540,4300,ST IGNACE,US,45.85,-84.716667,CP06,14881,V,CN,F,N,N,Y,Y,Y,M,J,M, ,0,M,Y, ,N,N,Y,Y, , , ,N,N,Y,Y, , , , , ,Y,Y,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y, , , ,f1ee2047-dbb0-46ba-be77-fd28741c915b,45.8500000001999,-84.7166666666333
1765,4560,4300,SAULT STE MARIE,US,46.5,-84.35,CP06,14884,S,RN,E,N,N,Y,Y,Y,L,L,N,M,0,M,Y,Y,Y,N,Y,Y, , , ,N,Y,Y, , ,Y,Y, ,Y,Y, ,Y, , , , ,Y, , ,N, , , ,Y, ,Y,Y, ,Y, , , ,Y,Y,Y,Y,Y,Y,B, , ,3fb39b47-1ab9-4705-9c34-a9e682f8b8a5,46.4999999998002,-84.3500000003997
1766,4580,4570,ST. JAMES HARBOR,US,45.733333,-85.516667,CP06,14911,V,CN,F,N,N,Y,Y,Y,O,K,O, ,0,M,Y,Y,N,N,N,Y, , , ,N,N,Y, , ,Y, , , ,Y, ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y,Y,Y,D, , ,ca33a37d-bb78-410d-85a0-e371f7675176,45.7333333334666,-85.5166666668331
1767,4590,4570,HARBOR SPRINGS,US,45.433333,-84.983333,CP06,14913,V,CN,E,N,N,Y,N,N,N,H,N, ,0,M,Y,Y,N,N,N,Y, , , ,N,N,Y, , ,Y, , , ,Y, ,Y, , , , ,Y, , ,N, , , , ,Y, , , ,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,B, ,S,3c287603-3e42-4d70-8512-e1482c06258e,45.4333333331668,-84.9833333330668
1768,4600,4570,PETOSKEY,US,45.366667,-84.966667,CP06,14913,V,CB,F,N,N,Y,N,Y,O,M,P, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y, , ,Y, ,Y,Y,Y, ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y, , , , , ,5af44ca5-9dd1-4bae-83a3-8b0a62a15d6f,45.3666666663336,-84.966666667033
1769,4610,4570,CHARLEVOIX,US,45.316667,-85.266667,CP06,14942,V,LC,G,N,N,Y,N,Y,N,H,N, ,0,M,Y,Y,N,N,N,Y, , , ,N,N,Y, , ,Y, ,Y,Y,Y, ,Y, , , , ,Y, , ,N, , , , , , ,Y, , , , , ,Y,Y,Y,Y, , ,C, ,S,d600e88d-a726-49d1-840f-80eba86dbb5e,45.3166666664335,-85.2666666664335
1770,4620,4570,TRAVERSE CITY,US,44.766667,-85.616667,CP06,14913,V,CN,F,N,N,Y,Y,Y,M,M,N,M,0,M,Y,Y,N,N,N,Y, , , ,N,N,Y,Y, ,Y, ,N,N,Y, ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,S,72670b1a-77c2-491b-be98-82feadbfa7d6,44.7666666666334,-85.6166666666333
1771,4630,4570,LELAND,US,45.016667,-85.766667,CP06,14912,V,CB,F,N,N,Y,Y,Y,O,P,P, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, ,Y, ,N,N, , ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y, ,Y,Y,Y, , , ,1fce9473-c6c9-44e1-aa31-0d8d116edc3e,45.0166666670331,-85.7666666663335
1772,4640,4570,FRANKFORT,US,44.633333,-86.25,CP06,14907,S,CN,E,N,N,Y,Y,Y,M,M,M,N,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, ,Y, ,N,N, , ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,S,cbacea97-fabf-4396-9657-ec7aed4fc3ce,44.633333332967,-86.2500000001998
1773,4650,4570,MANISTEE,US,44.25,-86.316667,CP06,14938,S,RN,E,N,N,Y,Y,Y,M,E,M, ,0,M,N,Y,N,N,N,Y, , , ,N,N,Y,Y, ,Y, ,N,N,Y, ,Y, , , , ,Y, , ,N,Y, , , , ,Y,Y,N,Y, , , ,Y,Y,Y,Y,Y,Y,B, ,S,0da1ac60-805b-43d2-973b-7948ac095fdc,44.2499999998002,-86.316666667033
1774,4670,4570,LUDINGTON,US,43.95,-86.45,CP06,14937,S,RN,E,N,N,Y,Y,Y,L,L,L, ,0, , , ,N,N,N,Y, , , , , ,Y,Y, , , , , , , ,Y, , , , ,Y, , ,N, , , , , , ,Y, , , , , ,Y,Y,Y,Y,Y,Y,B, ,S,d0fe06ab-0468-48ce-8843-aa4fdfa915e4,43.9500000003998,-86.4499999998001
1775,4680,4570,WHITE LAKE,US,43.383333,-86.35,CP06,14935,S,RN,E,N,N,Y,Y,Y,P,P,P, ,0,M,Y,Y,N,N,N,Y, , , ,N,N,Y,Y, , , , , , , ,Y,Y, , , , , , ,N, , , , , , , , ,Y, , ,Y,Y,Y,Y,Y,Y,Y,B, ,S,170e19ca-bf1f-4e5f-9ae0-5895881a4b3d,43.3833333336665,-86.35
1776,4690,4570,MUSKEGON,US,43.233333,-86.266667,CP06,14934,S,RN,E,N,N,Y,Y,Y,L,L,M, ,0,M,Y,Y,Y,N,Y,Y, , , ,N,N,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,B, , ,467d79e7-754e-48c0-9565-a1f91b7489b2,43.2333333330669,-86.2666666662336
1889,4700,4570,GRAND HAVEN,US,43.066667,-86.233333,CP06,14933,S,RN,F,N,N,Y,Y,Y,N,N,N, ,0,M,Y,Y,Y,N,Y,Y, , , ,N,N,Y,Y, ,Y,Y,Y, ,Y, ,Y, , , , ,Y, , ,N, , , , ,Y,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,S,3c13e861-5ce1-44d8-b3d0-1173b40378d8,43.0666666664335,-86.2333333332667
1890,4710,4570,HOLLAND,US,42.783333,-86.133333,CP06,14932,S,RN,F,N,N,Y,Y,Y,M,L,M, ,0,M,Y,Y,N,N,N,Y, , , ,N, ,Y,Y, ,Y,Y, , ,Y, ,Y, , , , ,Y, , ,N, , , , ,Y,Y,Y, ,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,S,35bb2430-725d-46d7-9222-b2dc0dca9a3d,42.7833333330669,-86.1333333334665
1891,4720,4570,SAUGATUCK,US,42.666667,-86.2,CP06,14906,V,RN,G,N,N,Y,Y,Y,P,P,P, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, , , ,Y,Y, , ,Y, , , , ,Y, , ,N, , , , , ,Y, , , , , , ,Y,Y,Y,Y,Y,Y,B, ,S,f00ca2f4-7b35-4be3-82d8-4174589714e4,42.6666666663336,-86.2000000002997
1892,4730,4570,SOUTH HAVEN,US,42.4,-86.283333,CP06,14906,V,RN,F,N,N,Y,Y,Y,O,O,P, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , ,Y,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y,Y,Y,B, ,S,59a12f80-6274-46b3-9350-f78297214aa6,42.3999999999001,-86.2833333331668
1893,4740,4570,ST JOSEPH,US,42.116667,-86.483333,CP06,14930,S,RN,F,N,N,Y,Y,Y,M,L,M, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , ,Y, ,Y, , , ,Y,Y,Y,Y,Y,Y,B, ,S,3c167364-3a8c-4b3b-89c8-7806212c46df,42.1166666665335,-86.4833333336664
1894,4750,4570,MICHIGAN CITY,US,41.733333,-86.9,CP06,14926,S,CB,F,N,N,Y,Y,Y,Q,Q,Q, ,0,M,N,N,N,N,N,Y, , , ,N,N,Y,Y, ,Y,Y,Y, , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,C, ,S,5af583a1-7642-41c9-b0b7-8d2fd0b3ed9a,41.7333333333667,-86.8999999998001
1895,4760,4570,GARY,US,41.616667,-87.333333,CP06,14926,M,CB,G,N,N,Y,Y,Y,L,L,L, ,0,L,Y,Y,N,N,N,Y, , , , ,Y,Y,Y, ,Y, ,Y,Y,Y,Y,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,S,25f2d068-a31c-43d0-84d0-2f9872c660f9,41.6166666666334,-87.3333333337663
1896,4770,4570,BUFFINGTON,US,41.633333,-87.416667,CP06,14929,M,CB,F,N,N,Y,Y,Y,L,L,L, ,0,L, ,Y, , , ,Y, , , , , , , , ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , , , , , , , , , , ,fdde990f-db33-412e-82b5-0e9924b17499,41.6333333335665,-87.4166666666333
1897,4780,4570,INDIANA HARBOR,US,41.666667,-87.433333,CP06,14929,M,CB,F,N,N,Y,Y,Y,L,L,M,L,0,L,Y,Y,Y,N,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,A, ,S,9c624b50-7954-4de3-aaac-fe3938c4b950,41.6666666665335,-87.4333333335665
1898,4790,4570,CALUMET HARBOR,US,41.733333,-87.516667,CP06,14929,M,CB,E,N,N,Y,Y,Y,L,L,M,L,0,L,Y,Y,Y,N,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N, , , , , ,Y,Y, ,Y, , , ,Y,Y,Y,Y,Y,Y,A,L, ,09689a5b-a037-45e2-a609-933ea988236a,41.7333333333667,-87.5166666664335
1899,4800,4570,CHICAGO,US,41.883333,-87.6,CP06,14928,M,CT,E,N,N,Y,Y,Y,L,M,M, ,0,L,Y,Y,Y,N,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y,Y, , ,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,M, ,acf4e4e7-2bf2-4f34-9e3d-380a884b7025,41.8833333330669,-87.6000000001998
1900,4810,4570,WILMETTE,US,42.083333,-87.683333,CP06,14926,V,CB,F,N,N,Y,Y,Y,Q,P,P, ,0,M,Y,Y,N,N,N,Y, , , ,N,N,Y,Y,N,N,N,Y,Y,Y,Y,Y, , , , , , , ,N, , , , , ,N,N,N, , ,N,N,Y,Y,Y,Y, , ,C, , ,4b67cd82-1614-4ad4-82de-b8fc109525a3,42.0833333335665,-87.6833333330669
1901,4820,4570,GREAT LAKES,US,42.3,-87.833333,CP06,14905,V,CB,G,N,N,Y,Y,Y,O,M,O, ,0,M,Y,Y,N,N,Y,Y, , , ,N,N,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N, , , , ,N,N,N,N, , ,N,N, ,Y,Y,Y, , ,C, , ,59993d60-d63f-4422-88a0-4406352453a6,42.3000000001,-87.8333333336664
1902,4830,4570,WAUKEGAN,US,42.366667,-87.816667,CP06,14904,S,CB,F,N,N,Y,Y,Y,N,M,N, ,0,M,Y,Y,N,N,N,Y, , , ,N,N,Y,Y, ,Y,Y, , ,Y, ,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y,Y,Y,Y,Y,C, ,S,20104a97-764c-46e6-b855-42331800fcee,42.3666666669332,-87.8166666667332
1903,4840,4570,KENOSHA,US,42.583333,-87.816667,CP06,14904,V,CB,G,N,N,Y,Y,Y,P,F,N, ,0,M,Y,Y,Y,N,N,Y, , , , ,Y,Y,Y, ,Y,Y, ,Y,Y,Y,Y, , , , ,Y, , ,N, ,Y, , ,Y, , ,Y, , , , ,Y,Y,Y,Y,Y,Y,C, , ,6b6ef4ce-5d2a-4a5b-b023-89c7b05774ee,42.5833333334666,-87.8166666667332
1904,4850,4570,RACINE,US,42.733333,-87.783333,CP06,14925,S,CB,G,N,N,Y,Y,Y,O,N,O, ,0,M,Y,Y,Y,N,Y,Y, , , , ,Y,Y,Y, ,Y,Y, , , , ,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y,Y,Y,Y,Y,C, , ,4e0e2256-c233-456b-9102-1fd05b5f70d6,42.7333333331669,-87.7833333337663
1905,4860,4570,MILWAUKEE,US,43.033333,-87.883333,CP06,14924,M,RN,E,N,N,Y,Y,Y,M,N,M,L,0,M,Y,Y,Y,Y,Y,Y, , , ,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, ,Y,Y, , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,B, , ,ca6cc528-8628-47ad-9ec9-ee9a6389e7b1,43.0333333334666,-87.8833333335664
1906,4870,4570,PORT WASHINGTON,US,43.383333,-87.866667,CP06,14904,S,CB,F,N,N,Y,Y,Y,M,M,M, ,0,M,Y,Y,Y,N,Y,Y, , , , ,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,C, , ,854d39c9-cb30-48ff-a106-d86a815aca8f,43.3833333336665,-87.8666666666333
1907,4880,4570,SHEBOYGAN,US,43.75,-87.7,CP06,14922,S,RN,F,N,N,Y,Y,Y,O,K,O, ,0,M,Y,Y,Y,N,Y,Y, , , ,N,Y,Y,Y, ,Y,Y,Y,Y, ,Y,Y, , , , ,Y, , ,N, , , , , ,Y,Y, ,Y, , ,Y,Y,Y,Y,Y,Y,Y,C, ,S,78eaac06-c7c3-4433-9835-947961583c0c,43.7499999999001,-87.7
1908,4890,4570,MANITOWOC,US,44.1,-87.65,CP06,14922,M,RN,F,N,N,Y,Y,Y,N,M,N, ,0,L,Y,Y,Y,N,N,Y, , , ,Y,Y,Y,Y, ,Y,Y,Y,Y, ,Y,Y, , , , ,Y, , ,N,Y,Y, ,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y,Y,A,L, ,dca69292-1068-479a-b578-c90b19d1db6b,44.1000000001,-87.6500000000999
1909,4380,4300,PORT HOPE,US,43.95,-82.7,CP06,14862,V,OR,P,N,N,Y,Y,Y,P,K,P, ,0,L,Y,Y,Y,N,N,Y, , , ,N,N, , , , , , , , , , , , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , ,eb7ceb2c-e653-4351-943c-d03f0029617b,43.9500000003998,-82.7000000000999
1910,4400,4300,BAY CITY,US,43.6,-83.866667,CP06,14867,S,RN,E,N,N,Y, ,Y,L,M,M,N,0,M,Y,Y,Y,N,N,Y, , , ,N,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y, , , , ,Y, , ,N,Y,Y, , ,Y, , ,Y,Y, , , ,Y,Y,Y,Y,Y,Y,A,S, ,96a3d98f-91a1-4a3f-a2d0-86db84b6b349,43.6000000001999,-83.8666666665334
1911,3700,3640,SARNIA,CA,42.983333,-82.416667,C304,14852,S,RN,E,N,N,Y,N,N,N,L,M,M,0,L,Y,Y,Y,N,Y,Y, , , , ,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,Y, , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A, ,S,81c8c682-217f-48ed-b884-6fc3deb0e9d5,42.9833333335665,-82.4166666667332
1912,3710,3640,POINT EDWARD,CA,43.0,-82.416667,C304,14852,S,RN,E,N,N,Y,N,N,M,L,M, ,0,L,Y, ,N,N,N,Y, , , ,N,N, , , ,Y, ,Y, , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,N,N, , , ,e1e83d90-aeff-4873-83c3-743edd9d2ecc,42.9999999996003,-82.4166666667332
1913,3730,3640,GODERICH,CA,43.75,-81.733333,GLV2,14871,S,CB,E,N,N,Y,N,N,M,M,M, ,0,L,Y,Y,Y,N, ,Y, , , , ,Y,Y,Y, ,Y,Y, , , ,Y,Y, , , , ,Y, , ,N, , , , , , , , ,Y,Y, , ,Y,Y,Y,Y,Y,Y,B, , ,8523e317-8623-4a15-b8f9-55c2afcdc7ed,43.7499999999001,-81.7333333332667
1914,3750,3640,PORT ELGIN,CA,44.433333,-81.4,GLV2,14871,V,CB,G,N,N,Y,N,N,O,O,P, ,0,M,Y,Y,N,N,Y,Y, , , ,N,N,N,N, , , , ,N,N, ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , ,Y,Y,Y,Y,Y,Y,Y,B, , ,33c9bb99-00b0-4e1a-8e74-8c21176c9c9e,44.4333333333667,-81.4
1915,3760,3640,SOUTHAMPTON,CA,44.5,-81.383333,GLV2,CA2292,V,CB,P,N,N,Y,N,N,P,O,P, ,0,M,Y, ,Y,N, ,Y, , , ,N,N,N,N, , , , ,N,N, ,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,B, , ,ce7e04e3-587f-46c8-bdce-dc156cf77ef2,44.5000000001999,-81.3833333330668
1916,3770,3640,TOBERMORY,CA,45.266667,-81.666667,GLV2,CA2274,V,CN,E, , ,Y, , ,M,H,N, ,0,M,Y,Y,Y,N,Y,Y, , , ,N,N,N,N, , , , ,N,N, ,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,C, , ,169a8d40-f749-43d1-9c25-85b79efd3c4c,45.2666666665335,-81.6666666664335
1917,3790,3640,LIONS HEAD,CA,44.983333,-81.25,GLV2,CA2282,V,CB,G,N,N,Y,Y,Y,O,O,O, ,0,M,N,N,N,N,N,Y, , , ,N,N,N,N, , , , ,N,N, ,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y,Y, , , ,N, , ,781cddcc-a3aa-499f-b0be-de030a4a63e3,44.9833333331668,-81.2500000002997
1918,3810,3640,WIARTON,CA,44.75,-81.133333,GLV2,CA2282,V,CN,E,N,N,Y,Y,Y,O,L,N, ,0,M,N,N,N,N,N,Y, , , ,N,N,N,N, , ,Y,Y, , ,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y,Y, , , ,C, ,M,8049fe85-5d70-45ab-8c79-fcac0630199d,44.7499999997003,-81.1333333335665
1919,3860,3640,OWEN SOUND,CA,44.583333,-80.933333,GLV2,CA2271,S,RN,E,N,N,Y,Y,Y,M,J,M, ,0,L,Y,Y,Y,N,N,N, , , ,N,N,N,N, , , , ,N,Y,Y,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y, ,Y,Y,Y, , ,S,9217d7d9-2c60-440e-8091-f3f7cfd5f7c3,44.5833333330669,-80.9333333330669
1920,3880,3640,MEAFORD,CA,44.616667,-80.6,GLV2,14860,V,CB,G,N,N,Y, ,Y,O,K,O, ,0, ,Y, ,N,N,N, , , , ,N,N,N,N, , , , ,N,N,Y,Y, , , , ,Y, , ,N, ,Y, , , , ,Y, , , , , ,Y,Y,Y,Y,Y,Y,C, , ,9106e7bd-e706-42cc-b314-1116dfb84616,44.6166666669332,-80.5999999998001
1921,3890,3640,THORNBURY,CA,44.566667,-80.45,GLV2,14860,V,CB,G,N,N,Y,Y,Y,O,O,O, ,0,M,N,Y,N,N,N,Y, , , ,N,N,N,N, , , , ,N,N,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , , , , , , , , , , ,da3582f6-52de-4f76-94ec-cf61d3b84d3d,44.5666666670331,-80.4500000000999
1922,3900,3640,COLLINGWOOD,CA,44.5,-80.233333,GLV2,14860,S,CB,G,N,N,Y,Y,N,M, ,M,N,0,M,N,Y,Y,N,N,Y, , , ,N,N,N,N, ,Y, , ,N,Y, ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,N,N,Y,Y,A,S,M,a28d8bda-0218-4be4-a316-f67913f269bd,44.5000000001999,-80.2333333335665
1923,3930,3640,PENETANGUISHENE,CA,44.766667,-79.933333,GLV2,14873,V,CN,E,N,N,Y,Y,N,N,K,N, ,0,M,N,N,Y,N,N,Y, , , , ,Y,N,N, , , , ,N,N,Y, , , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,B, ,S,94e19292-a7c0-49b8-8c2c-1f85aeae58b2,44.7666666666334,-79.9333333332667
1924,3940,3640,MIDLAND,CA,44.75,-79.916667,GLV2,14873,S,CN,E,N,N,Y,Y,N,M,M,M, ,0,M,N,N,Y,N,N,N,N, ,N, ,Y,Y,N, ,Y,Y, ,N,Y,Y,Y, , , , ,Y, , ,N,Y, , , , , , ,Y,Y, , , ,Y,Y,Y,Y,Y,Y, , ,S,18cf4748-6112-4160-a3e3-c58ee985f90c,44.7499999997003,-79.9166666663335
1925,3950,3640,TIFFIN,CA,44.75,-79.85,GLV2,14873,V,CN,E,N,N,Y,Y,N,M,M,M, ,0,M,Y,Y,Y,N,N,Y, , , ,N,N,Y,N, , , , ,N,N,Y,Y, , , , , , , ,N, , , , , , , , , , , , , ,Y, , , , , , , ,92c24837-8a4c-4157-84c7-60c11c1c6828,44.7499999997003,-79.8500000003997
1926,3960,3640,PORT MCNICOLL,CA,44.75,-79.8,GLV2,14873,V,CN,E,N,N,Y,Y,N,M,M,L, ,0,M, , ,Y,N,N,Y, , , ,N,N,Y,Y, ,Y,Y, ,N,N,Y,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y,N,N,Y,Y, , ,S,0eb16ce7-db0c-4619-a1e7-347bb34a76bb,44.7499999997003,-79.7999999996003
1927,3970,3640,VICTORIA HARBOUR,CA,44.75,-79.816667,GLV2,CA2211,V,CN,E,N,N,Y,N,N,O,O,O, ,0, , , ,N,N,Y,Y, , , ,N,N,Y,Y, , , , , , ,Y,Y, , , , , , , ,N, , , , , , , , , , , , , ,Y,Y, ,Y,Y,C, , ,85ee1cab-327c-445c-8cf6-b928dd9c206d,44.7499999997003,-79.8166666665334
